,Metal,PAV,SSV,MSV
58,"born into darkness in ""saturn's"" sight 
 riding the night like the wind 
 ripping the the 
 All the you in a dumpster 
 There's a time to you be free 
 I say we you be a victim 
 And I will be there one to be 
 
 I don't wanna to be a victim 
 You can be the I can be 
 I can be the one 
 You can be my way 
 You will never be the end 
 
 
 
 That's the we 
 
 
 
 
 And your exactly that that 
 
 
 
 - Right. 
 
 
 - It's just jacking 
",0.0,1.0,0.5089312582078878
59,"welcome to my realm 
 ""we're"" both condemned to live 
 ""it's"" a dark fate i never see 
 
 You take to change 
 I guess I wasn't you 
 As long as I die 
 
 
 I will to 
 I want you 
 I want you 
 I want I want 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
",0.0,1.0,0.5110353835575054
60,"the mist is sleeping on the water 
 and winter is hiding in my heart 
 And I just don't care 
 We don't give a shit 
 We don't give a fuck about your world 
 With the perfect and the the 
 We are the king of the brave 
 And the the and the will 
 We will the the 
 Through the world 
 Let us burn 
 Open your your mind 
 Let the burn 
 Let the water run higher 
 Baptize your the 
 You're not the only one 
 You're not the only one 
 Don't ya think that you need somebody 
 Everybody needs somebody 
 Don't",0.3654680032317195,0.9761329131483969,0.4755188909852323
61,"so this is who i am 
 and this is all i know 
 and i will be 
 
 
 
 And when have one regular 
 
 
 
 You know, you guys 
 when 
 
 
 
 You know, I mean, I am 
 
 
 
 The 
 
 
 
 
 And that's just a 
 
 
 
 And the band 
 
 
 
 You know I mean, the I don't 
 
 
 
 And when guys I was to 
 
 
 
 
 I don't know. 
 
 
 
 
 You know 
 I know 
 
 
 
 
 
 Kirk. 
 
",0.0,1.0,0.5282043919279394
62,"oh, devon ""won't"" go to heaven 
 ""she's"" just another lost soul about to be mine 
 But that never be so same 
 But I won't never be the same 
 So I will let you die 
 Well I wasn't on my way 
 And I know I need 
 I know what I wanna 
 
 I know what secrets that you 
 I know why you thinking, 
 I know why you plague yourself 
 I know why you plague yourself 
 I know where you will 
 I know why you plague yourself 
 I know why the plague yourself 
 I know why you 
 I know what you plague",0.5307161090445202,1.0,0.48625181751414887
63,"you know what ? 
 of course i have my doubts 
 ""it's"" darker times and the 
 The curtain is not the 
 I shall reign 
 I am the dragon 
 I am the inferno 
 I am the inferno 
 
 I am the inferno 
 I am legion 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the enemy 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am your",0.6784144474298668,1.0,0.4953353820375885
64,"i awoke on impact 
 under surveillance, from the camera eye 
 searching high and low 
 
 Mongoloid, 
 
 
 
 And he couldn't see 
 
 
 
 You know, and things go 
 so 
 
 
 
 I don't know 
 
 
 
 
 I don't know. I'm getting warmed 
 
 
 
 
 And I totally consider 
 
 
 
 And the guys is like-- 
 
 
 
 
 You know I mean, 
 
 
 
 And I totally some now. 
 
 
 
 And when to I do. 
 
 
 
 It's a lot of time. 
 
 
 
 I mean,",0.0,1.0,0.5277197154823058
65,"yeah ! 
 alright ! 
 yeah, alright ! 
 
 two skies watching it all, yeah, 
 
 I don't want to be my wife 
 
 I don't want to be my lover 
 I don't know what to do 
 I don't know what I'm going 
 I don't know why you do 
 I know what is that I can see 
 I don't know what to go 
 I know you I can do 
 The whole I've been needing 
 I feel the in the 
 Chew the 
 I know you're I know 
 
 I know 
 
 I know that you're plague yourself 
 I know why",0.4389129540616147,1.0,0.513884074023682
66,"sometimes, ""it's"" hard to be a woman 
 giving all your life to just one man 
 
 You don't know what you're are 
 You know this did, I know 
 I can feel the feel the 
 You know I know you you're about 
 But I know you I can see 
 I know the you go 
 And I know 
 I know 
 
 I know the going down 
 I know it's all because of me 
 I know it's all because of me 
 You don't give me that 
 I won't be a slave of my life 
 You are the in my heart 
 In my hands",0.4628263856629433,1.0,0.48120839744998256
67,"well ""it's"" a dog eat dog 
 eat cat, too 
 frenchy eat frog 
 ""an'"" a casa 
 Fat 
 
 
 
 It's really good. 
 
 
 
 And he don't go 
 
 
 
 
 I mean, I don't know. 
 
 
 
 I mean, I get you 
 
 
 
 
 I mean, I mean, that 
 
 
 
 - Right. 
 
 
 
 - Right. 
 - Kirk. 
 
 
 
 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk 
 - Kirk. 
 - Kirk. ! 
 
 
 
 - Kirk. 
 -",0.0,1.0,0.5279397463793774
68,"1, 2, 3, 4 ! 
 hey-ho, ""let's"" go ! 
 hey-ho, ""let's"" go ! 
 
 All the followers to are 
 All the I want to be 
 All the I want 
 Was I pay the price 
 Pray to to 
 I don't need you civil 
 I don't want to be this 
 So I don't wanna to 
 I don't care what you say 
 I don't wanna to be cool 
 I don't wanna be, I don't wanna be 
 
 
 
 I don't wanna to 
 I don't wanna so. to 
 
 
 
 I don't know what influence 
 
 
 
 
 You know,",0.0,1.0,0.5217074173116424
69,"reflex in the sky warn you ""you're"" gonna die 
 flashes in the sky turns houses the the to 
 The verse of the strip 
 The last baron 
 Will the send us a dream 
 
 
 The ballot of the skies 
 Is a place where live 
 The man that laughs 
 The angel is the 
 The only way I want 
 The less, is not the first one 
 The only one I want (the one I want) 
 
 Boogieman, in black, the 
 And if I was them see 
 I will break through chains 
 I know that wish it 
 I know it ain't right 
",0.0,1.0,0.4668836869244667
70,"an old man by a seashore at the end of day 
 gazes the horizon with the the one 
 
 
 And I can't seem to break the shackles of the city 
 
 
 
 
 I mean, you don't have to 
 
 
 
 I don't know. 
 
 
 
 I have a band 
 
 
 
 I mean, I don't know. 
 
 
 
 
 I mean, I say I guess, Who, 
 
 
 
 
 I mean, you 
 I mean, I was 
 I mean, 
 
 
 
 - Right. 
 - Mission statement. 
 
 
 
 - It's getting good 
 
",0.0,1.0,0.5322271741176829
71,"i close my eyes 
 the lantern dies 
 the scent of awakening 
 wild honey 
 I think explode 
 I see you downfall 
 I fly 
 You try to 
 You think me 
 And I never met 
 You want my breath 
 You know I need 
 And I can't say goodbye 
 
 I remember the 
 I can't wait it 
 I can't take it 
 I can't live in your eyes 
 I can't take it 
 I can't take it 
 I know you it 
 You know it all 
 So I don't know what you never gonna be 
 And I know you is what",0.39402125841558516,1.0,0.46358624427089123
72,"train i ride 16 coaches long 
 train i ride 16 coaches long 
 well that 
 
 
 
 I think records, 
 
 
 
 I mean, 
 
 
 
 
 Some kind of monster 
 
 
 
 I mean, I mean, I mean, 
 
 
 
 
 I mean, I think 
 
 
 
 
 I mean, I mean, I know 
 I mean, I know what to 
 I know what I mean 
 I know 
 
 
 
 
 I mean, I mean, I am 
 
 
 
 
 It's just jacking to do 
 
 
 
 ""This is gonna get a drink, 
",0.0,1.0,0.5289659813351866
73,"the time is close now, the end is near 
 my walk through the valley, trails 
 
 
 
 
 Do you know what you are 
 
 
 
 You know, I mean, I'm doing you 
 
 
 
 And then, is a little new 
 
 
 
 You know, you I mean, I mean, 
 like, it was 
 
 
 
 - Right. 
 - Kirk. of 
 
 
 
 
 - Kirk. 
 - Kirk. ! 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 
 - Kirk. 
 - Kirk 
 - Kirk 
 
 - Kirk. 
 - You",0.0,1.0,0.5255992646794219
74,"liar ! liar ! 
 
 banana, banana, banana, terracotta 
 banana terracotta, terracotta pie 
 Banana, banana, banana, terracotta 
 Banana terracotta, terracotta pie ! 
 Banana, banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie ! 
 Banana, banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie ! 
 Banana, banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie 
 Banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie ! 
 Banana, banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie ! 
 Banana, banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie ! 
 Banana, banana, banana, banana, terracotta ! 
 Banana terracotta, terracotta pie ! 
",0.6862204742356114,1.0,0.48191868682063443
75,"no one knew where he came from 
 he never knew himself 
 called her ""ma"", I walk 
 And he was in the streets 
 The final frontier 
 The tyrant's that stands 
 The Watchmaker's Dream 
 The Watchmaker's Dream 
 The final frontier 
 The Watchmaker's Dream 
 The final frontier 
 The war of life 
 The final frontier 
 The only one 
 The time is watching 
 Is that 
 The ones that love 
 The negative one 
 The negative one in the moment 
 The end, you end of the american 
 The end, the end of the american 
 The end, the end of the american 
",0.4436496144085867,1.0,0.44556864565460336
76,"""she's"" the one, ""that's"" what i thought 
 when our love had just begun 
 but the greatest and the 
 
 And I don't know what 
 That you been alone 
 But I just can't seem to break my way 
 I don't wanna to live in you morning 
 I wanna to I want 
 I want to fall apart 
 I wanna I want 
 I wanna I want 
 I defy 
 I hate you 
 You know I could stay 
 I want I waited 
 I want 
 I want I tried 
 I suffer 
 I hate you 
 I hate you 
 I beseech you 
 I",0.4958306900801164,1.0,0.47287671606821824
77,"turn your head and see the fields of flame 
 he carries along 
 from a mother of invention 
 She got the and she takes 
 She's like heroin 
 Sipping on the floor 
 She got the gun, she likes her butt 
 She's got the jack, she's got the jack 
 She's got the jack, she's got the jack 
 She's got the jack, she's got the jack 
 She's got the jack, she's got the jack 
 She's got the jack, she's got the jack 
 She's got the jack, jack, jack, jack, jack, jack, jack 
 She's got the jack 
 She's got the jack, she's got the jack 
 She's",0.5823500968946537,0.9824307673767692,0.47065970322147777
78,"""we're"" so young and pretty, ""we're"" so young and clean 
 so many things that we 
 How can I see you you 
 When the moon's in the ? 
 As you wallow to the 
 A thousand 
 We will the the 
 Face the 
 
 I know the I can survive 
 You know that you 
 You know what you know 
 You know you're all the fucking all 
 You know you're gotta get a gun in a 
 
 I think my hands in the eyes 
 And I howled that 
 I heard the I was 
 You say I could 
 Be the sister, and me 
",0.34975341583056146,1.0,0.4724777005310165
79,"sound of gunfire comes through the night 
 killing and hatred, it is a terrible sight 
 
 
 
 I got to 
 
 
 
 I don't know. 
 
 
 
 Say I know you 
 I know the you 
 
 
 
 
 
 I don't know 
 
 
 
 I can't be 
 
 
 
 And I mean, I think 
 
 
 
 I can't 
 
 
 
 There is a lot 
 that guys, 
 
 
 
 You know, I mean, I mean, I am 
 
 
 
 
 I mean, I can't be 
 
 
 
 Make it works 
 
",0.0,1.0,0.5346387524969726
80,"i still get this, awful feeling 
 when the snow falls, to the ground 
 
 Did you hear the crying ? 
 
 
 I am the chosen one 
 I am the one 
 I am the inferno 
 I am legion 
 I am legion 
 I am the inferno 
 I am the inferno 
 I am legion 
 I am legion 
 I am legion 
 I am the inferno 
 I am legion 
 I am the inferno 
 I am legion 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am the inferno 
 I am legion 
 I am 
",0.0,1.0,0.481136703292486
81,"""you're"" lazy, just stay in bed 
 ""you're"" lazy, just stay in bed 
 you ""don't"" to 
 A million voices a brand new day 
 The pig ascends 
 
 I'm not afraid of dying, 
 I'm not supposed best, but I'm not afraid 
 I'm not supposed best, I don't wanna to 
 I don't wanna be, I don't wanna be innocent, 
 I don't wanna be, I don't wanna be, 
 I don't wanna be, I don't wanna be 
 I don't wanna be, I don't wanna be innocent, 
 I don't wanna be, I don't wanna be 
 I don't wanna be, I don't wanna be 
 I don't wanna be, I",0.6277330598228205,1.0,0.5406147874830944
82,"he is the king of all the land 
 in the kingdom of the sands 
 The inner blackness 
 The myth 
 The beams of Judas 
 The shroud of Judas 
 The gods of power 
 The wisdom of the 
 The limits of a christ 
 The claw, the claw, 
 I am the sky, 
 The human race 
 I am the bitter 
 I am the inferno 
 I am a fugitive 
 I am the inferno 
 I am a fugitive 
 I am a fugitive 
 I am a fugitive 
 I am a fugitive 
 I am a fugitive 
 I am a fugitive 
 I am a",0.5772654392455302,0.9779443825687899,0.4593926846516725
83,"yeah, obey, submit, assume, consume the dream that never was, just follow the rules 
 stop, I don't wanna to 
 I'm gonna get writing it all 
 All the things do is drag me down 
 Caught in the eyes (it's in my head 
 And I will believe in the rain 
 I will standing in the thunder 
 I see the in the 
 I defy up the 
 I will I want 
 I suffer the 
 I suffer I was 
 I suffer 
 I defy 
 
 I will my heart open 
 I sew 
 I sew 
 I can't 
 I was 
 I wanna 
 I wish",0.45707048513175197,1.0,0.4670828995757875
84,"dead man walking 
 ""we've"" all been detained 
 for the crimes ""we've"" committed 
 they stares is not the 
 The world you is watching 
 You can't be a reason 
 You know it's over 
 And you're a man with 
 You ride the the 
 They say the road 
 To the the fields 
 You know 
 
 I want the 
 I want you 
 I wanna you 
 I suffer you 
 I want I want 
 I suffer 
 I suffer 
 I suffer 
 I suffer 
 I wanna 
 I wanna 
 I want 
 I want 
 I want 
 But I don't know 
",0.5200355614140563,1.0,0.47852045776105373
85,"nothing else will set you free 
 the simple things are hard to see 
 when eats 
 
 And I won't you in the ear 
 I think wear, to 
 I was I was 
 I defy you 
 I defy you 
 I defy you 
 I will to 
 I suffer 
 I suffer 
 I suffer I want 
 I suffer I want 
 I suffer I want 
 And I can't take 
 I want I had a real part of the 
 You know I can't see 
 I will to for the 
 
 It's like a star 
 And I can't see you 
 You are the",0.49256852430421577,1.0,0.48803258211653094
86,"on a lonely walk this morning 
 a light mist in the air 
 dark clouds 
 The man who laughs 
 The world of the awe 
 The negative one 
 The negative one 
 The negative one and the 
 
 
 
 
 I mean, the I am 
 
 
 
 I mean, I really-- 
 I mean, I am 
 
 
 
 And if you been 
 to years. 
 
 
 
 And when it was-- 
 
 
 
 You don't have to 
 I don't know 
 
 
 
 
 And he likes 
 
 
 
 the say that, Metallica, 
 
 
 
 You",0.0,1.0,0.5263501005902198
87,"who is this irresistible creature who has an insatiable love for the dead ? 
 living the for a thousand 
 Who dares to ? 
 (Ten justice 
 
 
 
 I mean, I know, 
 is my things. 
 
 
 
 
 I mean, I saw myself 
 a lot of time. 
 
 
 
 
 I was, that-- 
 I mean, I should 
 
 
 
 
 And when guys I mean, and they 
 
 
 
 And that's guys of the 
 
 
 
 And I think totally 
 a vibe 
 
 
 
 I don't know 
 I don't know 
 
 
 
 can",0.0,1.0,0.5161745200215203
88,"""hey, mr superstar, ""i'll"" do anything for you 
 hey, mr superstar, ""i'm"" your number one 
 
 
 I'm a VCR 
 I'm a Nazi schatze 
 I'm a shock trooper 
 I'm a cyber junkie 
 Around the know 
 It's a madhouse 
 When you know the she's got a real mind 
 You might be a sexual 
 All the girls 
 
 I know 
 You know that crazy, oh 
 
 I think you save you 
 I want you 
 I wanna to 
 I wanna you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I",0.0,1.0,0.5066077890962719
89,"now the ""contract's"" out 
 ""they've"" put the word aloud 
 ""i'm"" coming after you 
 
 I am what damaged to the 
 And I am the one doom's man 
 I am the one I am 
 I am the one doom's one I want) 
 I am the one doom's one I want) (the one I want) 
 I am the one I want) (the one I want) 
 I am the one I want) (the one I want) 
 I am the one I want (the one I want) 
 I am the one I want) (the one I want) 
 I am the one 
 I am the one 
 I",0.6710524028086216,1.0,0.516975454562698
90,"empty and sweating 
 head lying in your hands 
 shaking in the corner 
 done in the endless 
 
 
 You are the hunted, for the 
 I divide your choke 
 A real hero, 
 I will raised 
 I sew 
 I was everything 
 All the I had 
 I never wanted 
 I wish away 
 I will 
 I suffer 
 I want 
 I suffer 
 I suffer 
 I wanna 
 I want 
 I want 
 I will I want 
 I want 
 I suffer 
 I defy 
 I suffer 
 I suffer 
 I want 
 I suffer 
 I suffer to 
",0.0,1.0,0.4775677835189802
91,"""i'm"" so fed up with everyone around me 
 no one seems to care 
 ""i'm"" to my wheels 
 Oh I don't know why 
 And you I don't know 
 How'd 
 
 I don't know why the do 
 I don't know why I'm doing 
 I don't wanna to be a man 
 I don't know what I'm not 
 I don't care what you think be 
 I don't wanna to be the 
 I don't wanna to be your 
 I'm so to be with 
 I wanna be there one you you 
 And I'm on your way 
 I'll never be the same 
 I'm going to crash",0.3702265034016059,1.0,0.43030424030141967
92,"walking in the subway 
 alone late at night 
 new york city gangs 
 everywhere to 
 
 
 I can hear the chimes 
 
 
 
 I know I can't get out 
 
 
 
 - And you is the Dad 
 - You don't really know 
 
 
 
 You know ? 
 - Yeah. 
 
 
 
 And he was kind of, like, the 
 
 
 
 I mean, about you. 
 at the studio 
 
 
 
 I mean, I have been 
 
 
 
 How do you guys 
 
 
 
 
 You know, the guys 
 
 
 
 
 if",0.0,1.0,0.5247737383280452
93,"you know nothing about loving 
 you lost somewhere down the line 
 you know nothing happens to 
 And all the people in the amounts 
 And the left in all the 
 
 I know you you 
 
 I know it isn't my friend 
 I don't know why you 
 I don't care 
 I don't know what I don't know 
 I don't know 
 I just have to be a million 
 I don't wanna be, I don't wanna be 
 
 
 
 And I don't think you 
 
 
 
 I don't know, I know 
 
 
 
 
 
 Kirk. 
 
 
 
 -",0.0,1.0,0.5110378451769789
94,"(verse 1) 
 blonde haired baby standing by the road 
 a pistol in her hand 
 
 
 
 I mean, I can't 
 I have nobody 
 
 
 
 
 I know I mean, I mean, 
 
 
 
 I mean, you 
 
 
 
 I mean, I can't 
 that 
 
 
 
 
 
 Kirk. 
 
 
 
 Kirk. 
 
 
 
 
 Kirk. 
 
 
 
 I mean, I totally 
 
 
 
 
 
 What's the and the-- ? 
 
 
 
 - Yeah. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 -",0.0,1.0,0.5201799215821704
95,"headless 
 i skid like rita lifted ocean 
 i drift like my planet don’t spin 
 I don't know what I'm headed in 
 
 
 
 
 And I mean, you you 
 some drummer 
 
 
 
 I mean, I mean, I am 
 
 
 
 
 
 I mean, I don't 
 
 
 
 I mean, I mean, I think 
 
 
 
 I have the 
 
 
 
 I mean, I was 
 
 
 
 I mean, I mean, 
 
 
 
 
 I mean, I was you 
 
 
 
 I mean, was I think 
 
 
 
 I mean, I",0.0,1.0,0.5205080903028106
96,"would you care for me if i was deaf and blind 
 would you hear my heartbeat 
 Obviously as a picture 
 
 I am the dragon of the Sabbath 
 I am the narrator one 
 I am the one I am 
 I am the one 
 I am the 
 I am the 
 I am legion 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 
 I am 
 I am 
 I am 
 I am 
 I am",0.8168517609651925,1.0,0.5221012536512054
97,"high velocity bullet at close range 
 can damage the mind 
 shattering the skull, shredding the the 
 
 I am the damaged I am the omega 
 I am the one 
 I am the voice 
 I am the enemy 
 I am the inferno 
 I am legion 
 I am the inferno 
 And I am legion 
 I am the inferno 
 I am legion 
 I am the inferno 
 I am legion 
 I am legion 
 I am legion 
 I am 
 I am 
 I am 
 
 I am 
 
 I am 
 
 I am 
 I am 
 I am 
",0.5905922302808272,1.0,0.49408175657563685
98,"""i'm"" looking through a hole in the sky 
 ""i'm"" seeing nowhere through the eyes of the 
 We searched the rainbow's 
 Determination and swam 
 I know the is the 
 I know who you're are 
 It's my heart 
 I know you you coming 
 And I know it's all because of you 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know",0.607708352423606,0.9818557764442031,0.49363595239990005
99,"i keep, i keep 
 good ideas 
 i keep, i keep giving bad 
 giving my heart to my soul 
 I don't need no lessons 
 I don't need your civil 
 I don't need a holy 
 And I don't want be alone 
 Suddenly I don't know why I am 
 And I just don't care 
 I don't care 
 I don't care 
 I don't know what I'm doin' 
 I don't know why wrong do 
 I don't care what you be 
 I don't wanna to be a victim 
 I wanna be a martyr, of wealth 
 I don't know what I'm 'bout to be 
 I",0.4506259553019145,0.9798865966384429,0.4536028084769531
