genre,original_lyric,generated_lyric,model,genre_class_act,genre_class_pred,correct_classifcation
jazz,"listen ""sportin"" fellas, all you brown and black girls too   tell you ""bout"" a black","listen sportin fellas all you brown and black girls too   tell you bout a black 
 i said it's gonna explode 
 too close baby please don't cry cry 
 i know that i love you so 
 i love you 
 i love you 
 i love you 
 i do i know 
 i know that i was wrong 
 i know that i could 
 i was in my thirties and i could express 
 i said it all 
 in the roaring traffic's boom 
 with every way i was created 
 but i don't know what to do 
 i can't live without you 
 my baby just cares for",Baseline,1,1,1
jazz,"well you are   such an easy evil   ""youre"" such a sensuous sin   sometimes","well you are   such an easy evil   youre such a sensuous sin   sometimes 
 you can't stop me how can you make me cry 
 you can go on and it won't come shine 
 i said merry merry christmas i am free i 
 have you anything to do 
 i don't want to tell you why 
 i know that i could be 
 i still believe in your arms 
 the way you hold me 
 when i love you 
 i love you 
 love me 
 for you 
 i love you 
 i love you 
 
 love me 
 i really love you 
 i love",Baseline,1,7,0
jazz,"my love must be a kind of blind love   i ""cant"" see anyone but you","my love must be a kind of blind love   i cant see anyone but you 
 you don't have to be unkind 
 i believe that i could be 
 into a little bit of a chance 
 you can't stop me 
 it's alright 
 my baby 
 i wanna see you 
 i wanna be here 
 i wanna be thrilled 
 i won't you 
 i wanna be with you 
 my heart is here 
 and i love you 
 can be 
 and i love you 
 
 i love you baby 
 i love you 
 i want you 
 i want you 
 i want you 
 i",Baseline,1,7,0
jazz,"some folks ""there"" always crying   crying their mean old blues   not me, you never","some folks there always crying   crying their mean old blues   not me you never should go ? 
 you got the will girl i never had to be 
 i know i were a kick who knows 
 i could never be with you 
 i swear i could be the one of you 
 i love the rocks i love you 
 i know why i love you 
 i love you so 
 it's so good 
 so baby 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
",Baseline,1,7,0
jazz,"silent night, holy night   all is calm, all is bright   round yon virgin mother","silent night holy night   all is calm all is bright   round yon virgin mother 
 and when he passes goes 
 and this is so sad 
 and the other ones 
 it's gonna be 
 now i know 
 that you were so aglow 
 so i'm trying to go 
 and if you live in the warmth 
 'cause i know that i should go 
 and i know there's no one else 
 i don't know why 
 i know that i don't know what to do 
 i didn't know how to say i don't care 
 i know that i could be 
 i can't have a little shy",Baseline,1,7,0
jazz,"those eyes that smile   my type, my style   be wise, be smart   behave,","those eyes that smile   my type my style   be wise be smart   behave 
 you know i need you so i love you 
 i love you so 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i love you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i'm love you 
",Baseline,1,1,1
jazz,"never thought ""id"" fall but now i hear love call   ""im"" getting sentimental over you","never thought id fall but now i hear love call   im getting sentimental over you 
 for you to know that i love you 
 i love you 
 i love you 
 love me 
 i love you 
 i love you 
 i love you 
 i love you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you",Baseline,1,1,1
jazz,"freddie hubbard   maybe i should have saved those left over dreams   funny, but ""heres""","freddie hubbard   maybe i should have saved those left over dreams   funny but heres 
 the moschino bra you bought me tight 
 but i never had to be sad 
 if i were a bell i'd be cooked 
 the greatest story i have found 
 in my solitude i'll never be 
 in the world of the life 
 when the world is safe 
 i will be a butterfly 
 but i'll never be the same 
 nothing's the way you say 
 when you wish upon a star 
 you knew that we're so sad 
 i wanted a line 
 i never thought my heart 
 i got the",Baseline,1,1,1
jazz,"irving berlin   how much do i love you ?   ""ill"" tell you no lie","irving berlin   how much do i love you ?   ill tell you no lie 
 when i feel like you 
 i have a feeling on you 
 i see you in the morning' 
 and i don't care 
 how long has this been goin' to you 
 i can't understand 
 i don't want to hear you 
 i can't go to a mountain 
 i feel like i could never end 
 but i swear i could 
 i know how columbus felt 
 and i know what spring is 
 and i feel like i could be 
 i would give my heart gladly 
 my heart is jumpin' 
",Baseline,1,1,1
jazz,"dixie moonlight, swanee shore   headed homebound just once more   to my mississippi delta home","dixie moonlight swanee shore   headed homebound just once more   to my mississippi delta home 
 and when i think i'm not afraid 
 i wish you shelter 
 i do i know why i do 
 i know i can't live without you 
 i know i know that i could 
 i got a woman crazy for me 
 i got a message 
 i don't need to tell me 
 i'm just a prisoner of bad 
 you had the way that i can hardly speak 
 and i know the world is a one 
 and i know i know 
 i don't know what i know 
 you know i",Baseline,1,1,1
jazz,"men sure is deceitful and ""theys"" ""gettin"" worser ""evry"" day   men sure is deceitful and","men sure is deceitful and theys gettin worser evry day   men sure is deceitful and 
 and the scorpion world is like a day 
 and the angels are aglow 
 we'll be 10 k a dream 
 i think of you in vain 
 i need a little bit of love 
 it was just a simple phrase 
 a little tenderness 
 you may be a great man 
 i got a woman in a hut 
 i gotta be an angel 
 he was a gambler 
 just an isle of the night 
 and i can hear the music in a glass 
 i just keep on prayin' oh 
 i",Baseline,1,1,1
jazz,"last night, all alone at a party   i met a man with a drink in","last night all alone at a party   i met a man with a drink in a trance 
 a telephone that rings and a goshdarn 
 but i know what i wanna do 
 i know that i could be 
 i can't find a way to be 
 but i don't want to go 
 but i don't know enough about you 
 i can't stop loving you 
 i know that i can't stop 
 i said the part of you 
 and i will be here 
 in my arms 
 you're gonna miss me 
 and i don't know what to do 
 and i think that i could be 
",Baseline,1,7,0
jazz,"one day ""ill"" stop breathing   my heart will stop beating   i ""wont"" see your","one day ill stop breathing   my heart will stop beating   i wont see your face 
 i know why i love you so 
 i know that i could be wrong 
 i never knew i never knew 
 and i knew i knew 
 i knew it was you 
 i didn't know 
 i don't know why 
 i don't know why 
 just one of those things 
 everybody knows you 
 and i know that i was wrong 
 i just have known 
 i know that i could be 
 and i don't know what i mean 
 i don't know what i know 
 i can't stop loving",Baseline,1,7,0
jazz,"""moanin"" low, my sweet man, i love him so   though ""hes"" mean as can be","moanin low my sweet man i love him so   though hes mean as can be 
 but it takes to make it 
 to you 
 i will pour to be 
 i don't want to lose with you 
 i can't help but analyze 
 i can't believe 
 i never knew 
 i don't need to see 
 but i got a guy 
 i got to thank you 
 i got a bird to be 
 though you warned me for me 
 and i know that you could be 
 i'd rather be true 
 that's all i can do 
 when i love you porgy 
 will i love you",Baseline,1,1,1
jazz,"no one to talk with, all by myself   no one to walk with but ""im""","no one to talk with all by myself   no one to walk with but im 
 so you don't know what love is 
 and i know what a lovely day 
 just one more waltz 
 when i mary you 
 but i love you 
 i love you 
 i want you i know 
 i want you to know 
 i want to love you 
 all i worship to be true 
 to love you 
 love love to me 
 it's heaven belongs to you 
 if you sing right heaven belongs to you 
 oh oh heaven belongs to you 
 if you act right heaven belongs to you",Baseline,1,1,1
jazz,"i ""dont"" know why but ""im"" feeling so sad   i long to try something ""ive""","i dont know why but im feeling so sad   i long to try something ive 
 i would be glad to be the blues 
 if i wanna be a dream 
 i know the meaning of you 
 i can't be with you 
 and i love you 
 i want you to know 
 i know that i love you 
 i can't go in all my life 
 you'll be your spell 
 i never let you regret 
 i'm in love with you 
 and i want to be loved 
 there is such an ache of the night 
 the way you kiss me 
 i'm with you rain 
",Baseline,1,7,0
jazz,"the girl in the other room   she knows by now   ""theres"" something in all","the girl in the other room   she knows by now   theres something in all the love you do 
 you don't know what love is 
 i know that you love me 
 i love it all 
 for a thousand 
 when a little moonbeam 
 i want to know 
 we havin' a lot of sparkling 
 and as long as i can be 
 and i only know what i do 
 but the thrill of me 
 the simple here and the charms 
 is a fairytale that i have found 
 the moon is a caliber 
 the music will pardon goes 
 the graces things apply 
 the",Baseline,1,7,0
jazz,"if ""youre"" ever gonna kiss me   it had better be tonight   while the mandolins","if youre ever gonna kiss me   it had better be tonight   while the mandolins is a thing 
 that you'll be a little bit funny 
 you may be sick 
 you're your gifts 
 you gotta make a million 
 and i am in my own 
 i never had to be independently 
 and i won't be 
 i do the same girl 
 i know what i know 
 i know i know 
 i don't know why i believe 
 i don't know where i ain't goin' 
 i got a message on a 
 i'm just a kid 
 i'm gonna give you out 
 i'm gonna wash the",Baseline,1,1,1
jazz,"this lovely day will lengthen into evening   ""well"" sigh goodbye to all we ever had","this lovely day will lengthen into evening   well sigh goodbye to all we ever had 
 you can only get the newspapers man 
 i got the st louis blues 
 and you don't want it to me 
 i'm in love with you 
 with my way 
 and i don't want to see you again 
 i can't understand 
 if you should be the one that you 
 i know i know you know 
 i don't know why i ain't got no 
 i'm gonna give you when i'm with you 
 so don't change your heart and me 
 and i don't know what i mean 
 i don't think",Baseline,1,0,0
jazz,"i ""dont"" want your institutions   they ""wont"" give me a solution   to the many","i dont want your institutions   they wont give me a solution   to the many you 
 and i look into the way you should 
 i got a lot of you in my heart 
 and i'm not happy 
 i'm in your arms 
 the way you hold your knife 
 the memory of you 
 the way you hold your knife 
 the way you haunt me 
 the way you changed my life 
 no no you are 
 somewhere there's music 
 
 don't wanna climb your hair 
 without a love of my own 
 blue moon 
 you knew that i am 
 am i a star 
",Baseline,1,0,0
jazz,bless you for the good that’s in you – peggy lee   ooooh ooooh oooh  ,"bless you for the good that’s in you – peggy lee   ooooh ooooh oooh   
 you know that i could be the one 
 i could be the one to hold me tight 
 and the love that used to be 
 the way you come to me 
 and the love you lost 
 the way you sip my life 
 no no they can't take that away from me 
 you don't know what love is 
 and now you can have you 
 i intend to be independently 
 but he knows me 
 i would be glad 
 and i can't help you 
 i can't help you 
 i",Baseline,1,1,1
jazz,"someday ""therell"" be a time for us   a time for you and me   someday","someday therell be a time for us   a time for you and me   someday marvin 
 but when i'm close to you 
 with someone new 
 and i'm thinkin of you 
 i can't believe it 
 how long has i 
 to be with you 
 and now it's 
 to be true 
 in the summertime 
 my favourite things 
 but i will be true 
 to my heart 
 you know that i love you 
 and i love you 
 i love you 
 i know you 
 i'm yours george 
 it had to be true 
 when i kiss you 
 so i'm always true 
",Baseline,1,1,1
jazz,"all the leaves are brown and the sky is gray   ""ive"" been for a walk","all the leaves are brown and the sky is gray   ive been for a walk 
 and i know i was naive to love 
 and i know i'll never be the same 
 untill you don't care 
 i don't know what you can do 
 i know i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 i know i know",Baseline,1,7,0
jazz,"lovers, lovers, lovers, lovers, everywhere   everywhere i go, in every face i see the sign","lovers lovers lovers lovers everywhere   everywhere i go in every face i see the sign 
 and the time is that 
 and when you kiss me tight 
 and i love you 
 i want you 
 i want you to know 
 i love you 
 i love you 
 i know 
 i know i know 
 i like to hold you 
 i can't remember that 
 i don't know why 
 i didn't know why 
 and i won't 
 i would 
 i could be with you 
 
 i know that i was wrong 
 and i know that i should be lonely 
 i got a little",Baseline,1,7,0
jazz,"""im"" as restless as a willow in a windstorm   ""im"" as jumpy as a puppet","im as restless as a willow in a windstorm   im as jumpy as a puppet 
 i have a while of a cottage mood 
 i think that i was evil to 
 i was a fool for you 
 i never want to stay 
 and i knew i knew 
 i would i know about you 
 i just a little sugar in the wood 
 i got the st louis blues 
 you gotta have to float 
 i got a message to take a long time 
 i got it bad 
 and i don't wanna make him 
 i got a guy 
 i got a lot of you 
",Baseline,1,1,1
jazz,take me   i want you to take me   i want you to make me,"take me   i want you to take me   i want you to make me go 
 and when you know what you want to do 
 you don't know what love is 
 you don't know what love is 
 and love is just a little love 
 and a love that love is a chance 
 and the difference would turn to sing 
 but i know that i could be 
 and i won't 
 i want to be redeemed 
 but i think i could be with you 
 i can't believe it's all i can do 
 i can't help you why i am 
 i gotta love you 
",Baseline,1,7,0
jazz,"i know ""hes"" around   when the sky and the ground started ringing   i know","i know hes around   when the sky and the ground started ringing   i know 
 and you can make me go 
 i love you 
 i want you to know 
 i know what i love you 
 i know i know i know 
 i don't know why 
 i don't know 
 you don't know why 
 i don't know why you can make it 
 i'm gonna try to go 
 i'm gonna get a young 
 cry to make it 
 and if i do 
 i know you perfectly 
 i know you'll be glad 
 i hope you leave my baby 
 if i could employ 
",Baseline,1,7,0
jazz,"i want to be loved, i want to be loved   i want to be loved,","i want to be loved i want to be loved   i want to be loved 
 but if you want me to stay 
 i know you shouldn't like i'm in heaven 
 and i know that i tried 
 i could climb your eyes 
 and i know it's so much 
 i could kiss a candle 
 the stars are a closing 
 and a single word from the bay 
 with the wheel and the twisted 
 i know i know i know 
 i don't know what i mean 
 i don't know what i don't know 
 i know i know i know 
 i don't know why 
 i",Baseline,1,1,1
jazz,show me your heart   you know i never really see who you are   it,"show me your heart   you know i never really see who you are   it 
 and you'll say and i am 
 and i know i can't find you 
 i wanna be your love 
 i want to be loved 
 i want to see you 
 i want to see you 
 i wanna be loved 
 i wanna be with you 
 i wanna be with you 
 i want to be with you 
 i love you 
 i love you 
 i love you 
 
 i love you 
 i love you love you 
 i love you 
 i want you 
 i want you 
 i",Baseline,1,7,0
jazz,"hmm huh hoo hoo hey baby   ""im"" looking for you   drifting on a memory","hmm huh hoo hoo hey baby   im looking for you   drifting on a memory 
 and the one who loves to be 
 and now i know i don't care 
 i can't live without you 
 but i won't dance merci beaucoup 
 i want to see you 
 i want to know what good love feels 
 i love you baby 
 i love you 
 oh i need you 
 i want to know that i love you 
 i love you 
 i want to know what love is 
 from the one who loves to be 
 and take it away 
 if i should have a prayer 
",Baseline,1,7,0
jazz,"so you say that i have gone too far   that i really ""dont"" know who","so you say that i have gone too far   that i really dont know who ? 
 i gotta keep holding you and i i should care 
 i can't stop loving you 
 that i need to hold you 
 i can't get around 
 i wanna be here 
 i wanna go outside in the night 
 i got the way to be 
 the way you hold me 
 
 i love you 
 so to be mine 
 don't wanna be mine 
 tell me what you do 
 you can get your loving 
 give me your love 
 i'm going to the fire 
 and you were gone 
",Baseline,1,7,0
jazz,"""im"" used to misfortune, baby   used to the bitter end   ""im"" used to trial","im used to misfortune baby   used to the bitter end   im used to trial 
 when she spied that that you don't have no more 
 i could tell you why 
 i should love you 
 i need you 
 i want you to know 
 like you used to do 
 but i know i'm winnin' about you 
 and i knew 
 i can't go through 
 you know that i am 
 i only know what spring is 
 then i know i know 
 i don't know why i don't know 
 i don't know why i don't lie not 
 there ain't no use 
 it's a pantomime",Baseline,1,1,1
jazz,"in my diary   a lot of things   ""im"" gonna write, write about   the","in my diary   a lot of things   im gonna write write about   the 
 i know the meaning 
 you know the meaning of the night 
 but it's your favorite melody 
 when i get you out of the door 
 i feel your lips in the night 
 my love is the shore 
 and i know 
 that i feel so happy 
 and i will be remembering 
 and i don't want you to know 
 i can't go to torido 
 i want to be loved 
 i love you so 
 i want to know what good love can be 
 i don't want to know what",Baseline,1,7,0
jazz,"in a little while from now   if ""im"" not feeling any less sour   i","in a little while from now   if im not feeling any less sour   i won't regret 
 i wanna ta ta you jesus thank you 
 you just got to get you here baby 
 i got a lot to say 
 i don't care 
 i wish you health and my heart is singing 
 but the best is yet to come 
 that's the things you do 
 when we sway 
 and my love is through 
 and the difference would never die 
 and the difference is you 
 to love you to do 
 i love you 
 tell me 
 i'm glad that i have waited 
 and",Baseline,1,7,0
jazz,"just one more chance   to prove ""its"" you alone i care for   each night","just one more chance   to prove its you alone i care for   each night 
 it's not hard to be 
 but i never felt like this 
 never to be so grand 
 and i know that i could be 
 i would be a king 
 i cried to be independently 
 i never felt like i don't want to be 
 i don't want anything to know that i can be 
 i know it isn't the way i feel 
 and i know what i want 
 just one more chance for you 
 and i know you don't know 
 i know it's gonna be 
 'cause i don't",Baseline,1,1,1
jazz,"""youd"" be so nice to come home to   ""youd"" be so nice by the fire","youd be so nice to come home to   youd be so nice by the fire 
 and all i wanna do is rock to go 
 and i know that it feels so true 
 and i'm just a love so sad 
 i guess i was trouble 
 i want you to know what i know 
 i know i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know i know",Baseline,1,7,0
jazz,atisket atasket   a green and yellow basket   i bought a basket for my mommie,"atisket atasket   a green and yellow basket   i bought a basket for my mommie 
 i'm gonna flirt a little mixed 
 she thinks my heart 
 just like my dreams 
 i know i could hear my heart 
 that you have shown to be 
 but i can't say goodbye 
 i know i don't know what love is 
 to love you love 
 when i know is love 
 all the seasons is baby 
 and i'll be seeing you 
 and i'll be here for you 
 and you are my life 
 i want to find you 
 my love is leavin' 
 i want to be happy",Baseline,1,1,1
jazz,"""wont"" you come along with me   to the mississippi   ""well"" take a boat to","wont you come along with me   to the mississippi   well take a boat to the land 
 ain't a good time and you say it 
 i never knew it to you 
 i want to be with you 
 and i'll never be the same 
 and i'll be seeing you 
 and i'll be your way 
 i'll be there again 
 i want to know what love feels love 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i want to know 
 i need you porgy 
 you and me in the rain 
",Baseline,1,7,0
jazz,"my love has no beginning, my love has no end   no front or back and","my love has no beginning my love has no end   no front or back and 
 and the time is the whole thing yet 
 just one of those fabulous flights 
 when the red red robin comes bob bob bobbin' 
 and the things you do is tell me how to get your mind 
 how i say i know that i could be 
 you can't have me for you 
 for i could never know 
 i was wrong 
 i can see 
 i could be with you 
 i'll be there again 
 i want to be my good 
 and i'll be there again 
 i will never let",Baseline,1,1,1
jazz,"looka here, daddy, i want to tell you, please get out of my sight   ""im""","looka here daddy i want to tell you please get out of my sight   im 
 you know i can't be the one to hold you 
 i never knew i have to be around 
 i need you so 
 i love you 
 i love you 
 i love you 
 i love you 
 i know that i love you 
 i love you 
 i love you baby 
 i love you 
 i'm gonna get you here 
 i love you so 
 i love you 
 i know i can't love you 
 i love you 
 i love you 
 i want you 
 i want you 
",Baseline,1,7,0
jazz,"written by jacksonyancy/butler   oh, baby, sssss, oh, ""its"" so good, hm, umm   umm, umm,","written by jacksonyancy/butler   oh baby sssss oh its so good hm umm   umm umm 
 you'd be a naughty old piece 
 i cried for a while 
 just as i can be 
 the way you sip the way 
 when i feel you 
 how long has i my heart 
 to say i do 
 i love you 
 i love you 
 love you madly 
 'better i wanna be with you 
 i got a man confused 
 i can't get no satisfaction 
 i got a man and i got to see 
 i got a woman crazy for me 
 she's funny to the windowpane 
 i",Baseline,1,1,1
jazz,goodnight was just a little word you learned   somewhere somebody that you burned   was,"goodnight was just a little word you learned   somewhere somebody that you burned   was 
 i ain't got makin' to keep on and i got a long time 
 i got a beau for a rock cast 
 i just can't help you and i can't deny 
 you've got me trippin' if i could love you 
 so i love you 
 together forever i do 
 i know i know 
 i know what i was suffering 
 i don't know why 
 i don't know why i don't 
 i don't know what you're doing 
 i got it bad to give it 
 i got to get you out 
",Baseline,1,1,1
jazz,"""livin"" a dream   where things are even   better than they seem   i wanna","livin a dream   where things are even   better than they seem   i wanna be 
 when the red red robin comes bob bob bobbin' 
 and if you really need a good way 
 when i go back by the phone 
 and the world's in the night 
 i don't want to be the one 
 i never knew 
 and i won't be happy 
 all i wanna do is pray 
 and i know that i could be 
 i know that i could be 
 a fair that i could see 
 a thousand a bottle 
 you are my sublime addiction 
 and i don't know what you’ve",Baseline,1,7,0
jazz,"someone told someone and someone told you   but they ""wouldnt"" hurt you, not much  ","someone told someone and someone told you   but they wouldnt hurt you not much   
 when you say how to care; i love you 
 i love you 
 i want to know what good love feels like 
 if i could be your love 
 i love you 
 i never felt like this 
 never thought it would be 
 i can't go on 
 i can hardly wait to 
 the way you wear my soul 
 how i wish i knew 
 i could think about you 
 i said you for me 
 and i know that i was wrong 
 but i have found you 
 i don't",Baseline,1,1,1
jazz,"frankie and johnny were sweethearts   boy, how they could love !   swore to be","frankie and johnny were sweethearts   boy how they could love !   swore to be ! 
 just say it's all i've got to eat 
 you better not cry 
 better than a man and a man 
 but i'm a crawlin' king snake 
 he sends me the way 
 that i love him 
 i always know 
 i need you so 
 to be with you 
 when i look at you 
 i can't believe the love i found 
 i feel the way you hug 
 and if you likea me 
 i feel nice 
 i want you to know 
 i'll be home tonight 
 i want",Baseline,1,1,1
jazz,"what can i say dear after i say ""im"" sorry   what can i do to","what can i say dear after i say im sorry   what can i do to me 
 but i know that i'm in love 
 i love you 
 i love you 
 
 i want you to know 
 i know i got no cloth 
 i know i got to say 
 i can't find you 
 i know that i should be true 
 but i don't know why 
 if i could 
 i know i could 
 i could melt 
 i don't know what i know 
 i know i got 
 i don't know what i know 
 i don't know why i don't know why 
 i",Baseline,1,7,0
jazz,"i cried for you   now ""its"" your turn to cry over me   every road","i cried for you   now its your turn to cry over me   every road 
 and i know that i should serve my sentence so 
 and i won't understand 
 i can't live without you 
 i love you 
 i want you to know 
 i'm so glad i need you 
 i want to see you 
 i wanna be here with you 
 now you say my love is like a poor 
 i would be sittin' i don't know what to do 
 i got a woman for a lot 
 i got the st louis blues 
 i can get it 
 been in his eyes 
 oh",Baseline,1,7,0
jazz,"carl fischer/frankie laine   no tears   no fears   remember ""theres"" always tomorrow   so","carl fischer/frankie laine   no tears   no fears   remember theres always tomorrow   so 
 and this is so old when you are 
 and you know what i need to do 
 i need to know i don't know what i know 
 you know i know i know i know 
 i don't know why i didn't know 
 i don't know what to do 
 i want to know what to do 
 
 i can't stop loving you 
 i want to be loved 
 in every way you hold me tight 
 i'm in your heart i do 
 i could climb the sky 
 i feel tingles 
",Baseline,1,7,0
jazz,"i hate to see the ""evening"" sun go down   i hate to see the ""evening""","i hate to see the evening sun go down   i hate to see the evening 
 and the things is here to tell you 
 i know that you are mine 
 i love you 
 i love you 
 i love you sometimes 
 i want to touch you 
 i want to know what love feels love 
 i love you 
 i love you 
 i want to love you 
 love me so 
 let me be 
 other dancers i love you 
 i want to be loved 
 i'm on my way 
 i'll be there again 
 and when my heart beats 
 and i don't want to",Baseline,1,4,0
jazz,i fell in love with you the first time i looked into   them there eyes,"i fell in love with you the first time i looked into   them there eyes 
 the moment i can see you 
 i know that i could be 
 i got to last the road 
 the way you hold my hand 
 and the way you do 
 the way you sip the walls 
 the way you hold my hand 
 when you're with you 
 so lucky to be the one to hold you 
 some fall in love 
 it's the one i love 
 and you're so lonely 
 it's so good when you 
 i need you 
 i want you 
 i love you 
 i want",Baseline,1,7,0
jazz,"""cant"" get over the feeling   living inside your love   i never want to lose","cant get over the feeling   living inside your love   i never want to lose my mind 
 and the world discovers to the love of the sea 
 i can be in my way 
 and the moment you are 
 the one that someone in my arms 
 and i can't explain 
 i never want to go 
 i love you 
 i want to know 
 i want to live 
 now i want to be loved 
 i wanna be with you 
 but i won't be happy 
 i love you madly 
 i love you 
 i love you 
 i love you 
 what is you 
",Baseline,1,7,0
jazz,"""its"" like a diamond ring   ""its"" a precious thing   and we never want to","its like a diamond ring   its a precious thing   and we never want to be 
 and if you likea the way you shouldn't 
 and if you likea me 
 i wish you success loads 
 and while me the one who said 
 you don't have to know i know 
 i know it's true 
 but i don't know 
 that i love you 
 i love you 
 i'm yours 
 i love you 
 i love you 
 i love you 
 i love you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you",Baseline,1,7,0
jazz,"our day will come our day will come   and ""well"" have everything   ""well"" share","our day will come our day will come   and well have everything   well share 
 my poor heart is here 
 and the world is so easy 
 i don't know what love is 
 then i see you 
 i guess i'll come back 
 i never knew 
 i was in the night 
 of the golden days 
 i am a new song 
 the colors in the night 
 the lonely nights 
 the nights 
 the one 
 the way you 
 the fire 
 the love you 
 will you see 
 how can you stay 
 when you are mine 
 somewhere there's heaven 
 i guess",Baseline,1,7,0
jazz,"say it ""isnt"" so   say it ""isnt"" so   everyone is saying   you ""dont""","say it isnt so   say it isnt so   everyone is saying   you dont 
 i wish you health and i love you 
 i'm with you 
 i'll be glad that i love you 
 that's the love that you love me 
 the way you do my heart 
 you were a foolish you can be the same 
 and i know you know i don't lie 
 i don't know 
 i don't know you don't 
 i don't know why i didn't know 
 she's not a little bit 
 and i won't win 
 no matter what i say 
 i just can't be a liar 
 i get",Baseline,1,1,1
jazz,i got rhythm i got music i got my man who could ask for anything more,"i got rhythm i got music i got my man who could ask for anything more 
 when you dance me the way you look at me 
 you can depend on me 
 i never knew the one 
 was the one who must be 
 bridges the one who said 
 if you can't hold me 
 and you are my love 
 and i will tell you 
 how long i have waited 
 waited i got to be 
 
 i don't wanna see you really want to be 
 and i was never known 
 i got my wantin' habits 
 i wanna be glad 
 i wanna be thrilled starting",Baseline,1,1,1
jazz,"inseparable   ""thats"" how ""well"" always be   inseparable   just you and me   ""its""","inseparable   thats how well always be   inseparable   just you and me   its 
 but i know what i know 
 i don't know why i know 
 i got your institutions and you 
 you know that i love you 
 you should care for me 
 you can't buy me to come back to me 
 i'm gonna be glad your heart 
 you gotta be so nice 
 but you were mine 
 i feel so smoochie 
 i wanna be with you baby 
 i want to be loved 
 and i love you 
 i want to be loved 
 i want to be loved 
 i want",Baseline,1,7,0
jazz,falling in love with love is falling for makebelieve   falling in love with love is,"falling in love with love is falling for makebelieve   falling in love with love is a creature 
 oh you're an 
 and i wish i knew 
 i was there there i go 
 and i knew were alone 
 and i think that i could be 
 i could climb the sea 
 the way you do the way 
 i don't know what you can do 
 like a woman loves a chance 
 my heart is here and learn to touch 
 but i'll never be the same and live 
 i don't want to know 
 you're the one who can be 
 but let's make a love 
 and",Baseline,1,7,0
jazz,"my heart is like a handmedown made soft by older brothers   my ""bodys"" like my","my heart is like a handmedown made soft by older brothers   my bodys like my glove 
 but the world is a dope 
 and i know it all me 
 you should be stronger than me 
 you better stop the maiden's prayer 
 i don't care 
 if i had a gate 
 i would say it all 
 i know about you 
 i was there for you 
 but i swear i would 
 i wish i could 
 i could be 
 i would i say 
 i know that i could 
 i wanna be with you 
 i know what i know 
 why do i try to",Baseline,1,7,0
jazz,feeling tired   by the fire   the long day is over   the wind is,"feeling tired   by the fire   the long day is over   the wind is 
 and the monkey grabbed his neck and said now 
 i know that you and i know 
 i don't know why i won't 
 i mean the kind of love 
 it was so new my heart 
 i can't be seen 
 i could be with you 
 i wanna be love 
 i want to know you 
 i love you 
 i want to love you 
 i want to see you 
 i want to see you 
 i wanna ta ta you jesus thank you 
 i wanna ta ta you jesus thank",Baseline,1,7,0
metal,"down fell the stars as they splashed into the sea   ""mi nomine baphomet"", come dance","down fell the stars as they splashed into the sea   mi nomine baphomet come dance 
 this rhapsody the the brains 
 i can feel the presence 
 i am the damaged 
 i am the thorn 
 i am the thorn 
 i am the infant 
 i am the fallen 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the inferno 
 i am the antichrist 
 i am the inferno 
 i am the thorn 
 i am the thorn 
 i am the 
 i am the inferno 
 i am the inferno 
 i am a",Baseline,2,2,1
metal,"yesterday is gone forever   no turning back the clock   in the end, all is","yesterday is gone forever   no turning back the clock   in the end all is passed and it's one of the one 
 and the i know that you is here 
 and it feels like it all 
 you got to on my own 
 to get a little bit of love's 
 and i don't care what you know 
 i know you you blame yourself 
 
 i know how to never sleep 
 i know you you 
 i am the nemesis 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the",Baseline,2,7,0
metal,crisis feeds the lunacy   all fear the new machine   consumed democracy returns a socialist,"crisis feeds the lunacy   all fear the new machine   consumed democracy returns a socialist 
 and then were end of the world 
 the world of the love 
 my heart is frozen 
 the ones you love 
 the world world is watching 
 the whole world is watching 
 the whole world is watching 
 the whole world is beating the the end 
 the hardest of the is watching 
 the time of the is all of us lives 
 
 the whole is just a thousand 
 at the saddest of the 
 so be cautious by the sword 
 i have to 
 
 i will you you 
",Baseline,2,2,1
