Folk,PAV,SSV,MSV,generated_lyric,genre,Jazz,Metal,Pop,R&B,Rap,Rock,Soul,genre_class_act,genre_class_pred,correct_classifcation
"oh, where you gonna go 
 say where you gonna hide 
 you go on leaving 
 Do you want to be a chicken 
 And you know that we can be a part of me 
 And you know I will be there 
 And I can see 
 I can see 
 I can be free 
 And I can be there 
 And I can be free 
 And I can see 
 Then I know 
 But I can't find a buck 
 But I was just a little boy 
 To make it up 
 I said I knew you 
 I knew you 
 I love you 
 I was",0.5042501278515225,0.983811285600113,0.4711610766862477,"oh where you gonna go 
 say where you gonna hide 
 you go on leaving 
 do you want to be a chicken 
 and you know that we can be a part of me 
 and you know i will be there 
 and i can see 
 i can see 
 i can be free 
 and i can be there 
 and i can be free 
 and i can see 
 then i know 
 but i can't find a buck 
 but i was just a little boy 
 to make it up 
 i said i knew you 
 i knew you 
 i love you 
 i was",Folk,,,,,,,,0,7,0
"""raven's"" child 
 is chasing salvation 
 black beak turned white 
 from the crack and the sand 
 Whose noble pitiful 
 The eagle the Titanic 
 And the railroads hits 
 And the trucks from the sea 
 And the railroads that was the same 
 In the hours of the moon 
 And the streets was sinking 
 The clouds drew came thin 
 The wind was flyin' 
 And I scarcely I did thank 
 I took the dark 
 I'd like to do 
 I mean a little secret 
 But it's not true 
 I know you can do 
 And you can't tell me what you do 
 I",0.2479410851354477,0.9592853056765994,0.4065889456714157,"raven's child 
 is chasing salvation 
 black beak turned white 
 from the crack and the sand 
 whose noble pitiful 
 the eagle the titanic 
 and the railroads hits 
 and the trucks from the sea 
 and the railroads that was the same 
 in the hours of the moon 
 and the streets was sinking 
 the clouds drew came thin 
 the wind was flyin' 
 and i scarcely i did thank 
 i took the dark 
 i'd like to do 
 i mean a little secret 
 but it's not true 
 i know you can do 
 and you can't tell me what you do 
 i",Folk,,,,,,,,0,0,1
"aurora borealis 
 the icy sky at night 
 paddles cut the water 
 in a white sheet 
 A bright star 
 In a pool 
 Every time I saw my burden 
 From the bottom of the Northern 
 I see a little bit 
 I know you can 
 I can't do it all 
 I can see it 
 I don't feel so good 
 I don't feel so good 
 I can't help it if I can't find a thing 
 Honey, I don't feel like 
 I don't know if I don't live here 
 I don't know if you can count 
 I don't know what I got 
",0.3671853799230601,1.0,0.4467979496172398,"aurora borealis 
 the icy sky at night 
 paddles cut the water 
 in a white sheet 
 a bright star 
 in a pool 
 every time i saw my burden 
 from the bottom of the northern 
 i see a little bit 
 i know you can 
 i can't do it all 
 i can see it 
 i don't feel so good 
 i don't feel so good 
 i can't help it if i can't find a thing 
 honey i don't feel like 
 i don't know if i don't live here 
 i don't know if you can count 
 i don't know what i got 
",Folk,,,,,,,,0,0,1
"in old savannah, i said savannah 
 the weather there is nice and warm ! 
 Is it wise to be moaning 
 But it don't always seem to go 
 That you don't know what you mean 
 You can't bargain with the truth 
 'Cause you can't forgive me 
 I'm not sayin' I'll be only you can do 
 'Cause you want to be your friend 
 
 I can hold your body 
 I can be alone 
 And I can hear the night 
 I love to love 
 And I feel so good to be alone 
 And I can see free 
 I will be there 
 I can",0.3636847096639615,1.0,0.4540250704571614,"in old savannah i said savannah 
 the weather there is nice and warm ! 
 is it wise to be moaning 
 but it don't always seem to go 
 that you don't know what you mean 
 you can't bargain with the truth 
 'cause you can't forgive me 
 i'm not sayin' i'll be only you can do 
 'cause you want to be your friend 
 
 i can hold your body 
 i can be alone 
 and i can hear the night 
 i love to love 
 and i feel so good to be alone 
 and i can see free 
 i will be there 
 i can",Folk,,,,,,,,0,1,0
"to lead a better life 
 i need my love to be here 
 here, making love to say 
 When I see you in the morning 
 I never knew for you 
 I was there to sing a song 
 I was just a fool to care 
 I was a fool to care 
 I was a fool to care 
 (I was a fool to care) 
 (I was a fool to care) 
 (I was a fool to care) 
 (I was a fool to care) 
 But a fool would care 
 I was a fool to care 
 I was a fool to care 
 I was a fool",0.679933175662654,0.9854415461113692,0.494739217748769,"to lead a better life 
 i need my love to be here 
 here making love to say 
 when i see you in the morning 
 i never knew for you 
 i was there to sing a song 
 i was just a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 but a fool would care 
 i was a fool to care 
 i was a fool to care 
 i was a fool",Folk,,,,,,,,0,7,0
"written by jimmy webb 
 © 1967 hanbo music (ascap) 
 deep down inside 
 i the big buffalo 
 A little boutique and your daughters 
 And you make a son 
 When a little harder 
 A record 
 A photograph of fortune 
 The new of the proletariat's 
 A bridge is born 
 The goslings is in mourning 
 Who are the world in the air 
 All the pebbles Gypsy 
 All the prophets of the wind 
 Mondo Bondo, plastic, 
 Whisper like the sun in the sky 
 I'm goin' down the road 
 I'm not the one who I know 
 But I won't spend me to the",0.2286607349374783,0.9578630194292256,0.4241136378188144,"written by jimmy webb 
 © 1967 hanbo music ascap 
 deep down inside 
 i the big buffalo 
 a little boutique and your daughters 
 and you make a son 
 when a little harder 
 a record 
 a photograph of fortune 
 the new of the proletariat's 
 a bridge is born 
 the goslings is in mourning 
 who are the world in the air 
 all the pebbles gypsy 
 all the prophets of the wind 
 mondo bondo plastic 
 whisper like the sun in the sky 
 i'm goin' down the road 
 i'm not the one who i know 
 but i won't spend me to the",Folk,,,,,,,,0,0,1
"you may go to college 
 you may go to school 
 you might drive a million 
 We worked we will be idle 
 And we will stand the same 
 We will go and go with the right 
 And we will rebuild the ones you and 
 And we'll go together 
 We can make a lot of joy 
 And we will be a small 
 We may be in the living 
 And the wind will be lonely 
 And the light of the moon 
 When the sun sets heavy 
 And the moon is swimming the tide 
 And the sky 
 And the men working by the breast",0.4179060912289115,0.9615090004887076,0.4725279077433791,"you may go to college 
 you may go to school 
 you might drive a million 
 we worked we will be idle 
 and we will stand the same 
 we will go and go with the right 
 and we will rebuild the ones you and 
 and we'll go together 
 we can make a lot of joy 
 and we will be a small 
 we may be in the living 
 and the wind will be lonely 
 and the light of the moon 
 when the sun sets heavy 
 and the moon is swimming the tide 
 and the sky 
 and the men working by the breast",Folk,,,,,,,,0,0,1
"oh money, oh money, oh where have you gone ? 
 i need me some money gonna shine me down 
 I'll have to be a winner, trophy winner (number one) 
 Get to the music in the sea 
 Where the deer pause in the borderline 
 When the eagle was biting 
 And the sun is Germany's 
 And the sun sets the sky 
 
 I hear the silence of the slate 
 I left behind the wind 
 I know I just can't whore 
 I don't know what I know 
 I can't help you 
 I don't know what to do 
 I don't need to know 
 That you",0.3807475927242426,1.0,0.4639461492639671,"oh money oh money oh where have you gone ? 
 i need me some money gonna shine me down 
 i'll have to be a winner trophy winner number one 
 get to the music in the sea 
 where the deer pause in the borderline 
 when the eagle was biting 
 and the sun is germany's 
 and the sun sets the sky 
 
 i hear the silence of the slate 
 i left behind the wind 
 i know i just can't whore 
 i don't know what i know 
 i can't help you 
 i don't know what to do 
 i don't need to know 
 that you",Folk,,,,,,,,0,0,1
"she was something very special to me 
 the kind of girl ""you'd"" like to see us 
 And the memory of the stars the river; of the buffalo 
 And the airport is the bearer of the Universe, 
 Of the ghost that you got to spread 
 Forget as a loon 
 
 
 I know he makes you so 
 I know that I truly 
 I know I can see 
 Dreaming of my love 
 I can't remember your eyes 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love",0.0,1.0,0.502755572465299,"she was something very special to me 
 the kind of girl you'd like to see us 
 and the memory of the stars the river; of the buffalo 
 and the airport is the bearer of the universe 
 of the ghost that you got to spread 
 forget as a loon 
 
 
 i know he makes you so 
 i know that i truly 
 i know i can see 
 dreaming of my love 
 i can't remember your eyes 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love",Folk,,,,,,,,0,7,0
"need a reason to be here 
 hoping to find it tonight 
 walking alone on the shotgun 
 And the gangsters blew filled and the palm 
 I love the sun 
 I feel like a fool in the rain 
 I love the best that you could 
 I always will be 
 I'll wait for you 
 And you can be 
 
 I don't know what I do 
 Honey, how I wish you could be 
 You know I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I",0.5555482460472583,1.0,0.5052661174735812,"need a reason to be here 
 hoping to find it tonight 
 walking alone on the shotgun 
 and the gangsters blew filled and the palm 
 i love the sun 
 i feel like a fool in the rain 
 i love the best that you could 
 i always will be 
 i'll wait for you 
 and you can be 
 
 i don't know what i do 
 honey how i wish you could be 
 you know i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i",Folk,,,,,,,,0,1,0
"so much for your moment of prayer, ""god's"" not at home there is no there, there 
 
 Oh, glory hallelujah 
 Oh, the night comes to the sea 
 Oh, the morning glory 
 Oh, the night comes the night 
 It's the night 
 Yes, I love you 
 I love my love 
 I love my shirt 
 My shirt is so comfortably lovely 
 I love my shirt, I love my shirt 
 My shirt is so comfortably lovely 
 I love my shirt, I love my shirt 
 My shirt is so comfortably lovely 
 I love my shirt, I love my shirt 
 I love my shirt, I love my",0.4827140303060626,1.0,0.4863696899338582,"so much for your moment of prayer god's not at home there is no there there 
 
 oh glory hallelujah 
 oh the night comes to the sea 
 oh the morning glory 
 oh the night comes the night 
 it's the night 
 yes i love you 
 i love my love 
 i love my shirt 
 my shirt is so comfortably lovely 
 i love my shirt i love my shirt 
 my shirt is so comfortably lovely 
 i love my shirt i love my shirt 
 my shirt is so comfortably lovely 
 i love my shirt i love my shirt 
 i love my shirt i love my",Folk,,,,,,,,0,0,1
"this land is your land, and this land is my land 
 from the california, to the land of the wind 
 I will go"" you a way to go 
 I don't know what I can do 
 Honey, how I wish my love and I 
 I could almost like a little bit of my bed 
 I said I can hear the news 
 I don't know if I could be mine 
 I love the best of me 
 I know I love you 
 You never thought I love you 
 The night you were in my heart 
 I could have told you 
 And I will always be 
",0.3614508551397329,1.0,0.445413199115325,"this land is your land and this land is my land 
 from the california to the land of the wind 
 i will go you a way to go 
 i don't know what i can do 
 honey how i wish my love and i 
 i could almost like a little bit of my bed 
 i said i can hear the news 
 i don't know if i could be mine 
 i love the best of me 
 i know i love you 
 you never thought i love you 
 the night you were in my heart 
 i could have told you 
 and i will always be 
",Folk,,,,,,,,0,7,0
"little jesse younger was a well respected lad 
 doing all he could to please his mind 
 He was born in the parlor 
 And he had the keys 
 And he was there 
 And he was just a man 
 He was a young man 
 He was a junkie man 
 He was a junkie man 
 He was a friend 
 And his mother was 
 And his hair 
 He knew his mother 
 He was standing there 
 He was level 
 He was level 
 But the point of the city 
 Who had boots 
 And the sky 
 Someone's his wife 
 And the night 
",0.4440495621340287,1.0,0.466254859833996,"little jesse younger was a well respected lad 
 doing all he could to please his mind 
 he was born in the parlor 
 and he had the keys 
 and he was there 
 and he was just a man 
 he was a young man 
 he was a junkie man 
 he was a junkie man 
 he was a friend 
 and his mother was 
 and his hair 
 he knew his mother 
 he was standing there 
 he was level 
 he was level 
 but the point of the city 
 who had boots 
 and the sky 
 someone's his wife 
 and the night 
",Folk,,,,,,,,0,0,1
"for the sake of mary i kicked the reds 
 junked the juice, drink coffee instead 
 The rustle was packed 
 
 The world was corn, 
 Songs of the north 
 And the best of a new world 
 Who had a few years 
 He played a tune and he danced aroun' 
 Below a pink in the rain 
 He picked up a barbed removed 
 So he was a great boy 
 The children that he took away 
 Was a time he was the load 
 He was a friend of a little ladybug, 
 And the man that he was young 
 The world was packed 
 And he",0.3107579350420419,1.0,0.4351083257147308,"for the sake of mary i kicked the reds 
 junked the juice drink coffee instead 
 the rustle was packed 
 
 the world was corn 
 songs of the north 
 and the best of a new world 
 who had a few years 
 he played a tune and he danced aroun' 
 below a pink in the rain 
 he picked up a barbed removed 
 so he was a great boy 
 the children that he took away 
 was a time he was the load 
 he was a friend of a little ladybug 
 and the man that he was young 
 the world was packed 
 and he",Folk,,,,,,,,0,0,1
"one day the sun will come down from the sky 
 winter will fly and i 
 The doctors and the valleys and the land 
 I was younger in the sun 
 I was Rin Tin Tin 
 I was raised in the morning 
 With the old man 
 I was sick and I was a genius 
 I was the seventh who was wounded and clipped 
 I was a young girl who was the same 
 I was the man who was caught them 
 I was in the Revolution 
 I was a young cowboy 
 I was a cowboy 
 I was a fool 
 I was a fool to",0.4503312217623028,0.9700432789914112,0.4339652926622485,"one day the sun will come down from the sky 
 winter will fly and i 
 the doctors and the valleys and the land 
 i was younger in the sun 
 i was rin tin tin 
 i was raised in the morning 
 with the old man 
 i was sick and i was a genius 
 i was the seventh who was wounded and clipped 
 i was a young girl who was the same 
 i was the man who was caught them 
 i was in the revolution 
 i was a young cowboy 
 i was a cowboy 
 i was a fool 
 i was a fool to",Folk,,,,,,,,0,0,1
"words and music by 
 isham jones and gene willaden (1942) 
 so ""here's"" to you 
 And write you know 
 Ah, you know I think of you 
 And I think I'll never know 
 I know I will help you 
 I know you're so sweet 
 I need you 
 I can make you smile 
 I know this time is gone 
 You're a little bit of mine 
 It's a long, long time 
 It's a long, long way to the hummingbird 
 If you know that you were born to share 
 I was a stranger 
 I was just a fool 
 I was a fool 
 I",0.4305270493381092,1.0,0.5046924859784467,"words and music by 
 isham jones and gene willaden 1942 
 so here's to you 
 and write you know 
 ah you know i think of you 
 and i think i'll never know 
 i know i will help you 
 i know you're so sweet 
 i need you 
 i can make you smile 
 i know this time is gone 
 you're a little bit of mine 
 it's a long long time 
 it's a long long way to the hummingbird 
 if you know that you were born to share 
 i was a stranger 
 i was just a fool 
 i was a fool 
 i",Folk,,,,,,,,0,1,0
"the trees they do grow high 
 the leaves they do grow green 
 ""many's"" the rivers and the linsey, the rain 
 The baffled and the bombs 
 And the moon is blowing on 
 And the moon is down 
 And the moon is still 
 And the night is high 
 And the moon was blowing 
 And the gin was a-getting' low 
 And the gin was a-getting' here 
 And the gin was a-getting' 
 How many lies 
 And the land of the fumes 
 Start the drawbridge 
 It's the blood of the dawn 
 That's the way that it shows 
 That's the way it is, 
 That's",0.4837682836927554,0.9724553920516172,0.4565977775443498,"the trees they do grow high 
 the leaves they do grow green 
 many's the rivers and the linsey the rain 
 the baffled and the bombs 
 and the moon is blowing on 
 and the moon is down 
 and the moon is still 
 and the night is high 
 and the moon was blowing 
 and the gin was agetting' low 
 and the gin was agetting' here 
 and the gin was agetting' 
 how many lies 
 and the land of the fumes 
 start the drawbridge 
 it's the blood of the dawn 
 that's the way that it shows 
 that's the way it is 
 that's",Folk,,,,,,,,0,0,1
"i asked my love to take a walk 
 take a walk just a little ways 
 And I don't know what I don't understand 
 I don't know why Gypsy 
 I can't pretend to see you anymore, 
 I don't know how to understand 
 I want to say yes I want to do 
 I want to live Hold 
 I want to know 
 To make you smile 
 You can't be the best 
 I see you again 
 I can't face a lot 
 I can't let go 
 I can't let go 
 I can't let go 
 I can't let go 
 I let it go 
 I",0.5254616456518264,0.98101940877572,0.4773567743307259,"i asked my love to take a walk 
 take a walk just a little ways 
 and i don't know what i don't understand 
 i don't know why gypsy 
 i can't pretend to see you anymore 
 i don't know how to understand 
 i want to say yes i want to do 
 i want to live hold 
 i want to know 
 to make you smile 
 you can't be the best 
 i see you again 
 i can't face a lot 
 i can't let go 
 i can't let go 
 i can't let go 
 i can't let go 
 i let it go 
 i",Folk,,,,,,,,0,7,0
"round, round, up and down 
 all along the lonely town 
 see him ""sinkin'"" low 
 To the beach of the morning 
 And the railroads leaves of the moon 
 And the sky 
 And the sun sets by 
 And the trucks comes 
 Drifting up in the sky 
 I'll be laughing if I need 
 
 I don't live here 
 I don't get you 
 I don't get it 
 I don't get it 
 I don't get your mind 
 I don't get it 
 I don't get my love 
 I don't want my own baby 
 I don't want to get soap to you 
 Or just",0.4493761960324306,1.0,0.4653756472982885,"round round up and down 
 all along the lonely town 
 see him sinkin' low 
 to the beach of the morning 
 and the railroads leaves of the moon 
 and the sky 
 and the sun sets by 
 and the trucks comes 
 drifting up in the sky 
 i'll be laughing if i need 
 
 i don't live here 
 i don't get you 
 i don't get it 
 i don't get it 
 i don't get your mind 
 i don't get it 
 i don't get my love 
 i don't want my own baby 
 i don't want to get soap to you 
 or just",Folk,,,,,,,,0,0,1
"slow dance 
 romance 
 put your arm around me 
 you make me feel so good 
 
 
 You can do the way you want to do 
 You're gonna find a little sight 
 You can do your own Cadillac 
 You can laise 
 You can almost see the tire treads 
 Of your banjo 
 I am the man 
 I got a little bit 
 I got a woman 
 I got a little secret) 
 You got me singing 
 (Singing,) the world 
 Singin' 
 You got me 
 You got me 
 I'll tell you you 
 Don't pin me 
 Don't you know 
 That baby",0.0,1.0,0.4682134686670909,"slow dance 
 romance 
 put your arm around me 
 you make me feel so good 
 
 
 you can do the way you want to do 
 you're gonna find a little sight 
 you can do your own cadillac 
 you can laise 
 you can almost see the tire treads 
 of your banjo 
 i am the man 
 i got a little bit 
 i got a woman 
 i got a little secret 
 you got me singing 
 singing the world 
 singin' 
 you got me 
 you got me 
 i'll tell you you 
 don't pin me 
 don't you know 
 that baby",Folk,,,,,,,,0,1,0
"oh crown of light, oh darkened one 
 i never thought we’d meet 
 you kiss me in the night 
 And I need you to know 
 I can make it always be 
 If you want to live with you 
 I want to be with you 
 I want to hold you in the night 
 I can be there 
 I can see the sun in the morning 
 I can see the day 
 But I can see it right 
 I can't hold it 
 I don't feel so good 
 I can't go by 
 I can't go up and I can't let go 
 I can't let go",0.4407771056650881,0.9722754895535014,0.4685113334125831,"oh crown of light oh darkened one 
 i never thought we’d meet 
 you kiss me in the night 
 and i need you to know 
 i can make it always be 
 if you want to live with you 
 i want to be with you 
 i want to hold you in the night 
 i can be there 
 i can see the sun in the morning 
 i can see the day 
 but i can see it right 
 i can't hold it 
 i don't feel so good 
 i can't go by 
 i can't go up and i can't let go 
 i can't let go",Folk,,,,,,,,0,7,0
"been so long since a strange woman has slept in my bed 
 look how sweet the world might be 
 The way she crimps his senses to go 
 We was no one to care 
 And the day returns I was over 
 And I was standing in the air 
 
 When the waters and the omega is the water 
 And the demonstrations, come the sword 
 There's a woman from the Red River Shore 
 
 We can make it like you like the moon 
 A song of the future 
 We never had a chance to fall 
 To cheat in the park 
 And the right thing 
",0.3392351849638172,1.0,0.4664600443746377,"been so long since a strange woman has slept in my bed 
 look how sweet the world might be 
 the way she crimps his senses to go 
 we was no one to care 
 and the day returns i was over 
 and i was standing in the air 
 
 when the waters and the omega is the water 
 and the demonstrations come the sword 
 there's a woman from the red river shore 
 
 we can make it like you like the moon 
 a song of the future 
 we never had a chance to fall 
 to cheat in the park 
 and the right thing 
",Folk,,,,,,,,0,0,1
"heaven ""isn't"" so far away as people say 
 i got a home high in my dreams 
 And I am dreaming in the time of the air 
 And I know that you'll be a thing 
 That I don't know 
 But it hurts me anyway 
 I can't even have it 
 I don't feel so good 
 I don't know what I don't know 
 I don't know why 
 If you don't need me 
 Maybe, in the world 
 If you don't need me 
 Show me the place 
 Show me the place 
 Show me the place 
 Show me the place, 
 Show me the place, 
",0.5118578031194492,1.0,0.4956098816551213,"heaven isn't so far away as people say 
 i got a home high in my dreams 
 and i am dreaming in the time of the air 
 and i know that you'll be a thing 
 that i don't know 
 but it hurts me anyway 
 i can't even have it 
 i don't feel so good 
 i don't know what i don't know 
 i don't know why 
 if you don't need me 
 maybe in the world 
 if you don't need me 
 show me the place 
 show me the place 
 show me the place 
 show me the place 
 show me the place 
",Folk,,,,,,,,0,7,0
"(carly simon) 
 if you want someone bad enough 
 you can catch it like a fever 
 Stay on the way you know 
 And you can be a lousy scab 
 And you can make it feel 
 You can be there 
 I'm just a little teddy bear 
 You can be a prisoner of your own 
 You can capture the dime and wonder what they do 
 And I will be there 
 To brighten the wind you'll save the sky 
 If you don't need the rest 
 You don't pull to the love 
 Or don't you hear the world 
 You may be a prisoner 
 And you",0.3596066658739516,1.0,0.4407751150163804,"carly simon 
 if you want someone bad enough 
 you can catch it like a fever 
 stay on the way you know 
 and you can be a lousy scab 
 and you can make it feel 
 you can be there 
 i'm just a little teddy bear 
 you can be a prisoner of your own 
 you can capture the dime and wonder what they do 
 and i will be there 
 to brighten the wind you'll save the sky 
 if you don't need the rest 
 you don't pull to the love 
 or don't you hear the world 
 you may be a prisoner 
 and you",Folk,,,,,,,,0,1,0
"while walking out, one evening 
 not knowing where to go 
 just to pass the coal 
 I'm just a coaster 
 I know that I'm singing 
 And I cannot be alone 
 But I know that I ain't got nothin' 
 I think that I love you so 
 I know that you never knew 
 And the moment that you slip in the night 
 You say it just drags me 
 You got me thinking 
 You got me singin' 
 You got me singin' 
 You got me singin' 
 You got me singing 
 You got me singing 
 You got me singing 
 (Singing,) the right 
 You",0.5209986162455463,0.9812205196381744,0.4699518647647956,"while walking out one evening 
 not knowing where to go 
 just to pass the coal 
 i'm just a coaster 
 i know that i'm singing 
 and i cannot be alone 
 but i know that i ain't got nothin' 
 i think that i love you so 
 i know that you never knew 
 and the moment that you slip in the night 
 you say it just drags me 
 you got me thinking 
 you got me singin' 
 you got me singin' 
 you got me singin' 
 you got me singing 
 you got me singing 
 you got me singing 
 singing the right 
 you",Folk,,,,,,,,0,1,0
"her father was a failure 
 her mother was a comfort 
 to a doctor and his husband hey hey 
 Said, ""Miss Mouse, have to be a man 
 And a little bit and a fox 
 He was a lawyer, 
 And he's a note 
 Was a farmer 
 And he gobbled his hair 
 And he took his hand 
 The clash gone 
 He was level a castle 
 He was a junkie box 
 He was charged to the love 
 
 He was just a Pima man 
 He was a junkie on a hill 
 And a bottle of a preacher truck 
 She was 5 in the",0.299829074750738,1.0,0.4243761090505592,"her father was a failure 
 her mother was a comfort 
 to a doctor and his husband hey hey 
 said miss mouse have to be a man 
 and a little bit and a fox 
 he was a lawyer 
 and he's a note 
 was a farmer 
 and he gobbled his hair 
 and he took his hand 
 the clash gone 
 he was level a castle 
 he was a junkie box 
 he was charged to the love 
 
 he was just a pima man 
 he was a junkie on a hill 
 and a bottle of a preacher truck 
 she was 5 in the",Folk,,,,,,,,0,0,1
"darling, the seasons are changing 
 see now, the leaves, how they die 
 love needs the door 
 Seemed the glory 
 And the light of the turn 
 What sort of the Gypsy Davy 
 And the wind will be the color of the Universe, 
 And the men I can get a little bit 
 I will ride down the summer wind 
 Like my brain 
 And I knelt through the woods 
 Where the night is just my window 
 And the moon is ascending 
 And my head runs to Mars 
 And I wish I was 
 Yes I was there to come 
 My darling upon the world",0.2977290468966851,0.9635817514962592,0.4167869816443498,"darling the seasons are changing 
 see now the leaves how they die 
 love needs the door 
 seemed the glory 
 and the light of the turn 
 what sort of the gypsy davy 
 and the wind will be the color of the universe 
 and the men i can get a little bit 
 i will ride down the summer wind 
 like my brain 
 and i knelt through the woods 
 where the night is just my window 
 and the moon is ascending 
 and my head runs to mars 
 and i wish i was 
 yes i was there to come 
 my darling upon the world",Folk,,,,,,,,0,1,0
"one was johnny 
 (one was johnny) 
 1 was johnny who lived by himself 
 And a stranger of the Kid 
 Who knew her loved in the hall 
 Her lips with the Gypsy 
 And the morning sun 
 Through the window 
 
 The briefcase snaps 
 You never got to go 
 Lost in the wind 
 You can't bargain with the truth 
 Whether you're on the wind 
 We're going to do 
 I want to feel it 
 Help me a second sight 
 When I was young 
 I was built 
 The last time I was strong 
 And I was working in my soul 
",0.3481059037452062,1.0,0.4609477876568892,"one was johnny 
 one was johnny 
 1 was johnny who lived by himself 
 and a stranger of the kid 
 who knew her loved in the hall 
 her lips with the gypsy 
 and the morning sun 
 through the window 
 
 the briefcase snaps 
 you never got to go 
 lost in the wind 
 you can't bargain with the truth 
 whether you're on the wind 
 we're going to do 
 i want to feel it 
 help me a second sight 
 when i was young 
 i was built 
 the last time i was strong 
 and i was working in my soul 
",Folk,,,,,,,,0,6,0
"""i'm"" ""walkin'"" back to georgia 
 and i hope she will take me back 
 ""nothin'"" and the Queen 
 And lined of the rainbow 
 And the sky rides 
 Contemplating let me see 
 
 I don't know why 
 I just wanna see 
 But I can't forget 
 What I could feel 
 I know you can 
 I miss you when 
 I was just a fool 
 I was just a fool 
 I was a fool to care 
 I was a fool to care 
 I was a fool to care 
 I was a fool to care 
 I was a fool to care 
 (I was",0.5452696349795045,1.0,0.496621891417393,"i'm walkin' back to georgia 
 and i hope she will take me back 
 nothin' and the queen 
 and lined of the rainbow 
 and the sky rides 
 contemplating let me see 
 
 i don't know why 
 i just wanna see 
 but i can't forget 
 what i could feel 
 i know you can 
 i miss you when 
 i was just a fool 
 i was just a fool 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was",Folk,,,,,,,,0,7,0
"saturday night and ""i'm"" all alone 
 no ring on the door bell, no ring on the wall 
 And the men so green, 
 And the moon drips high 
 And the wind starts 
 And the wind whistled 
 And the stars all be 
 I have seen the perfect plan"" 
 I thought I knew the love of the same 
 I was the one who grounded me 
 I was a blindfolded bumblebee I was a stranger"" 
 I was a fool to care 
 I was a fool to care 
 I was a fool to care 
 (I was a fool to care) 
 (I was a fool to care)",0.5521089918382605,0.9610629142441816,0.4870866574012436,"saturday night and i'm all alone 
 no ring on the door bell no ring on the wall 
 and the men so green 
 and the moon drips high 
 and the wind starts 
 and the wind whistled 
 and the stars all be 
 i have seen the perfect plan 
 i thought i knew the love of the same 
 i was the one who grounded me 
 i was a blindfolded bumblebee i was a stranger 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care 
 i was a fool to care",Folk,,,,,,,,0,1,0
"time gone by 
 by carole king 
 the rebel cry of desolation 
 to which for me 
 'Bout neon is 
 And the sun is filled 
 The wind is growing 
 And the sky of the moon 
 And the blackbirds of the earth 
 And the moon is high 
 The moon is done 
 And the moon is turning 
 There is power and so 
 In the summer of the morn 
 There are children in the sky 
 The moon are small 
 And the stars are mourning on the water 
 And the trucks are all gone 
 And the summer of the people 
 And the dawn",0.3839753279900202,0.9704147659326152,0.4372953019680407,"time gone by 
 by carole king 
 the rebel cry of desolation 
 to which for me 
 'bout neon is 
 and the sun is filled 
 the wind is growing 
 and the sky of the moon 
 and the blackbirds of the earth 
 and the moon is high 
 the moon is done 
 and the moon is turning 
 there is power and so 
 in the summer of the morn 
 there are children in the sky 
 the moon are small 
 and the stars are mourning on the water 
 and the trucks are all gone 
 and the summer of the people 
 and the dawn",Folk,,,,,,,,0,0,1
"i just found out yesterday that linda goes to mars 
 every time i sit and play it 
 She's my knotty pine 
 And I got my husband in the dark 
 I could hear her if I was a cowboy 
 I would be a cowboy 
 I could be a cowboy 
 I would build a man from the news 
 I didn't have a love 
 I made my breath down 
 I guess I remember my hand 
 I thought I had a friend 
 I could not believe my heart 
 Like a little bit 
 I heard her stray 
 I knew what I needed 
 I could not",0.3452602246951476,0.9711727315787164,0.4206238024062961,"i just found out yesterday that linda goes to mars 
 every time i sit and play it 
 she's my knotty pine 
 and i got my husband in the dark 
 i could hear her if i was a cowboy 
 i would be a cowboy 
 i could be a cowboy 
 i would build a man from the news 
 i didn't have a love 
 i made my breath down 
 i guess i remember my hand 
 i thought i had a friend 
 i could not believe my heart 
 like a little bit 
 i heard her stray 
 i knew what i needed 
 i could not",Folk,,,,,,,,0,1,0
